text,favorited,favoriteCount,truncated,retweetCount,isRetweet,retweeted,longitude,latitude
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it. https://t.co/Râ€_,FALSE,0,FALSE,249,TRUE,FALSE,NA,NA
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it. https://t.co/Râ€_,FALSE,0,FALSE,249,TRUE,FALSE,NA,NA
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it. https://t.co/Râ€_,FALSE,0,FALSE,249,TRUE,FALSE,NA,NA
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it. https://t.co/Râ€_,FALSE,0,FALSE,249,TRUE,FALSE,NA,NA
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it. https://t.co/Râ€_,FALSE,0,FALSE,249,TRUE,FALSE,NA,NA
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it. https://t.co/Râ€_,FALSE,0,FALSE,249,TRUE,FALSE,NA,NA
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it. https://t.co/Râ€_,FALSE,0,FALSE,249,TRUE,FALSE,NA,NA
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it. https://t.co/Râ€_,FALSE,0,FALSE,249,TRUE,FALSE,NA,NA
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it. https://t.co/Râ€_,FALSE,0,FALSE,249,TRUE,FALSE,NA,NA
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it. https://t.co/Râ€_,FALSE,0,FALSE,249,TRUE,FALSE,NA,NA
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it. https://t.co/Râ€_,FALSE,0,FALSE,249,TRUE,FALSE,NA,NA
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it. https://t.co/Râ€_,FALSE,0,FALSE,249,TRUE,FALSE,NA,NA
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it. https://t.co/Râ€_,FALSE,0,FALSE,249,TRUE,FALSE,NA,NA
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it. https://t.co/Râ€_,FALSE,0,FALSE,249,TRUE,FALSE,NA,NA
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it. https://t.co/Râ€_,FALSE,0,FALSE,249,TRUE,FALSE,NA,NA
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it. https://t.co/Râ€_,FALSE,0,FALSE,249,TRUE,FALSE,NA,NA
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it.â€_ https://t.co/wzm1ckgKSD,FALSE,0,TRUE,0,FALSE,FALSE,NA,NA
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it. https://t.co/Râ€_,FALSE,0,FALSE,249,TRUE,FALSE,NA,NA
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it. https://t.co/Râ€_,FALSE,0,FALSE,249,TRUE,FALSE,NA,NA
"No, they won't. Your #AntiVax movement is failing, though not before entâ€_ https://t.co/kF3bDjloNt",FALSE,0,TRUE,0,FALSE,FALSE,NA,NA
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it. https://t.co/Râ€_,FALSE,0,FALSE,249,TRUE,FALSE,NA,NA
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it. https://t.co/Râ€_,FALSE,0,FALSE,249,TRUE,FALSE,NA,NA
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it. https://t.co/Râ€_,FALSE,0,FALSE,249,TRUE,FALSE,NA,NA
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it. https://t.co/Râ€_,FALSE,0,FALSE,249,TRUE,FALSE,NA,NA
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it. https://t.co/Râ€_,FALSE,0,FALSE,249,TRUE,FALSE,NA,NA
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it. https://t.co/Râ€_,FALSE,0,FALSE,249,TRUE,FALSE,NA,NA
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it. https://t.co/Râ€_,FALSE,0,FALSE,249,TRUE,FALSE,NA,NA
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it. https://t.co/Râ€_,FALSE,0,FALSE,249,TRUE,FALSE,NA,NA
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it. https://t.co/Râ€_,FALSE,0,FALSE,249,TRUE,FALSE,NA,NA
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it. https://t.co/Râ€_,FALSE,0,FALSE,249,TRUE,FALSE,NA,NA
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it. https://t.co/Râ€_,FALSE,0,FALSE,249,TRUE,FALSE,NA,NA
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it. https://t.co/Râ€_,FALSE,0,FALSE,249,TRUE,FALSE,NA,NA
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it. https://t.co/Râ€_,FALSE,0,FALSE,249,TRUE,FALSE,NA,NA
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it. https://t.co/Râ€_,FALSE,0,FALSE,249,TRUE,FALSE,NA,NA
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it. https://t.co/Râ€_,FALSE,0,FALSE,249,TRUE,FALSE,NA,NA
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it. https://t.co/Râ€_,FALSE,0,FALSE,249,TRUE,FALSE,NA,NA
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it. https://t.co/Râ€_,FALSE,0,FALSE,249,TRUE,FALSE,NA,NA
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it. https://t.co/Râ€_,FALSE,0,FALSE,249,TRUE,FALSE,NA,NA
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it. https://t.co/Râ€_,FALSE,0,FALSE,249,TRUE,FALSE,NA,NA
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it. https://t.co/Râ€_,FALSE,0,FALSE,249,TRUE,FALSE,NA,NA
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it. https://t.co/Râ€_,FALSE,0,FALSE,249,TRUE,FALSE,NA,NA
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it. https://t.co/Râ€_,FALSE,0,FALSE,249,TRUE,FALSE,NA,NA
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it. https://t.co/Râ€_,FALSE,0,FALSE,249,TRUE,FALSE,NA,NA
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it. https://t.co/Râ€_,FALSE,0,FALSE,249,TRUE,FALSE,NA,NA
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it. https://t.co/Râ€_,FALSE,0,FALSE,249,TRUE,FALSE,NA,NA
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it. https://t.co/Râ€_,FALSE,0,FALSE,249,TRUE,FALSE,NA,NA
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it. https://t.co/Râ€_,FALSE,0,FALSE,249,TRUE,FALSE,NA,NA
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it. https://t.co/Râ€_,FALSE,0,FALSE,249,TRUE,FALSE,NA,NA
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it. https://t.co/Râ€_,FALSE,0,FALSE,249,TRUE,FALSE,NA,NA
Vaccines work. Avoiding them only leads to suffering and/or death. #VaccinesWork #Vaccinations #antivax https://t.co/zWYbrMâ€_,FALSE,0,FALSE,1,TRUE,FALSE,NA,NA
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it. https://t.co/Râ€_,FALSE,0,FALSE,249,TRUE,FALSE,NA,NA
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it. https://t.co/Râ€_,FALSE,0,FALSE,249,TRUE,FALSE,NA,NA
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it. https://t.co/Râ€_,FALSE,0,FALSE,249,TRUE,FALSE,NA,NA
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it. https://t.co/Râ€_,FALSE,0,FALSE,249,TRUE,FALSE,NA,NA
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it. https://t.câ€_,FALSE,0,FALSE,3,TRUE,FALSE,NA,NA
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it. https://t.co/Râ€_,FALSE,0,FALSE,249,TRUE,FALSE,NA,NA
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it. https://t.co/Râ€_,FALSE,0,FALSE,249,TRUE,FALSE,NA,NA
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it. https://t.co/Râ€_,FALSE,0,FALSE,249,TRUE,FALSE,NA,NA
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it.â€_ https://t.co/RSaPex4npB,FALSE,4,TRUE,3,FALSE,FALSE,NA,NA
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it. https://t.co/Râ€_,FALSE,0,FALSE,249,TRUE,FALSE,NA,NA
Still think the #flu shot is safe? Ask the family of this father who is now on life support because of it.â€_ https://t.co/wZsqPLbJci,FALSE,254,TRUE,249,FALSE,FALSE,NA,NA
Finland proposes child benefits be tied to vaccine requirements  https://t.co/mNrBDoq7jF via @HealthWatch12â€_,FALSE,0,FALSE,31,TRUE,FALSE,NA,NA
A common #AntiVax trope is to respond to evidence that vaccines are safe and effective by claiming harassment and disrespâ€_,FALSE,0,FALSE,16,TRUE,FALSE,NA,NA
Finland proposes child benefits be tied to vaccine requirements  https://t.co/mNrBDoq7jF via @HealthWatch12â€_,FALSE,0,FALSE,31,TRUE,FALSE,NA,NA
Vaccines work. Avoiding them only leads to suffering and/or death. #VaccinesWork #Vaccinations #antivax https://t.co/zWYbrMkb9H,FALSE,2,FALSE,1,FALSE,FALSE,NA,NA
"Pray harder.#antivax #antilife https://t.co/HTQH8Ija6N",FALSE,1,FALSE,0,FALSE,FALSE,NA,NA
Finland proposes child benefits be tied to vaccine requirements  https://t.co/mNrBDoq7jF via @HealthWatch12â€_,FALSE,0,FALSE,31,TRUE,FALSE,NA,NA
RFK Jr. wins case against U.S. government for vaccine safety violations. https://t.co/gZbIs5xqpu #vaccines #antivax,FALSE,0,FALSE,205,TRUE,FALSE,NA,NA
Finland proposes child benefits be tied to vaccine requirements  https://t.co/mNrBDoq7jF via @HealthWatch12â€_,FALSE,0,FALSE,31,TRUE,FALSE,NA,NA
Finland proposes child benefits be tied to vaccine requirements  https://t.co/mNrBDoq7jF via @HealthWatch12â€_,FALSE,0,FALSE,31,TRUE,FALSE,NA,NA
Finland proposes child benefits be tied to vaccine requirements  https://t.co/mNrBDoq7jF via @HealthWatch12â€_,FALSE,0,FALSE,31,TRUE,FALSE,NA,NA
#AutismCommunity Just wanted to post a couple success stories there are hundreds I can put up and all the same. Dr. Nemecâ€_,FALSE,0,FALSE,2,TRUE,FALSE,NA,NA
"Here's why I felt compelled to write the new book, #VACCINES DID NOT CAUSE RACHEL #AUTISM https://t.co/ZxTkn0z1eUâ€_",FALSE,0,FALSE,11,TRUE,FALSE,NA,NA
"#AntiVax frequently respond to evidence-based vaccine social media posts by taking personal offense. Somehow, they feel pâ€_",FALSE,0,FALSE,8,TRUE,FALSE,NA,NA
I chose to vaccinate my 4 beautiful children and all four of them came out with severe birth defects ï¿_ï¿_ï¿_ï¿_ï¿_ï¿_ï¿_ï¿_ï¿_ï¿_ï¿_ï¿_. Know the truth!â€_,FALSE,0,FALSE,1,TRUE,FALSE,NA,NA
A common #AntiVax trope is to respond to evidence that vaccines are safe and effective by claiming harassment and disrespâ€_,FALSE,0,FALSE,16,TRUE,FALSE,NA,NA
#AutismCommunity Just wanted to post a couple success stories there are hundreds I can put up and all the same. Dr. Nemecâ€_,FALSE,0,FALSE,2,TRUE,FALSE,NA,NA
ICYMI - Roundup: US #LifeExpectancy drops for 3rd year; number of uninsured kids on rise again; steep drops in insâ€_,FALSE,0,FALSE,2,TRUE,FALSE,NA,NA
ICYMI - Roundup: US #LifeExpectancy drops for 3rd year; number of uninsured kids on rise again; steep drâ€_ https://t.co/Kt4iLSujLC,FALSE,3,TRUE,2,FALSE,FALSE,NA,NA
"The #AntiVax movement just got much, much bigger. https://t.co/e0Ayvly5Np",FALSE,0,FALSE,3,TRUE,FALSE,NA,NA
"The #AntiVax movement just got much, much bigger. https://t.co/e0Ayvly5Np",FALSE,0,FALSE,3,TRUE,FALSE,NA,NA
Finland proposes child benefits be tied to vaccine requirements  https://t.co/mNrBDoq7jF via @HealthWatch12â€_,FALSE,0,FALSE,31,TRUE,FALSE,NA,NA
#antivax  Timeâ€™s up. https://t.co/iJOJJStjf1,FALSE,0,FALSE,3,TRUE,FALSE,NA,NA
"#vaccinate #vaccines #antivax #vaccinateyourkids #antivaxxersareidiots Portland, Oregon https://t.co/hBeCB7mwVg",FALSE,0,FALSE,0,FALSE,FALSE,NA,NA
Finland proposes child benefits be tied to vaccine requirements  https://t.co/mNrBDoq7jF via @HealthWatch12â€_,FALSE,0,FALSE,31,TRUE,FALSE,NA,NA
Finland proposes child benefits be tied to vaccine requirements:  #Finland following in the footsteps of countriesâ€_ https://t.co/LaBX9boytl,FALSE,2,TRUE,0,FALSE,FALSE,NA,NA
"Congrats #antivax, those victims are on your tab! https://t.co/7FRNjZJNuF",FALSE,3,FALSE,0,FALSE,FALSE,NA,NA
"Having seen kids die from preventable diseases sucks. ï¿_ï¿_ï¿_ï¿_ï¿_ï¿_ï¿_ï¿_ï¿_ï¿_ï¿_ï¿_So disgusted by uninformed #antivax supporters! Saying ""NO"" toâ€_",FALSE,0,FALSE,2,TRUE,FALSE,NA,NA
#AntiVax make extraordinary claims and demand scientists and physicians disprove them.  Thatâ€™s not how science works; extâ€_,FALSE,0,FALSE,21,TRUE,FALSE,NA,NA
"Having seen kids die from preventable diseases sucks. ï¿_ï¿_ï¿_ï¿_ï¿_ï¿_ï¿_ï¿_ï¿_ï¿_ï¿_ï¿_So disgusted by uninformed #antivax supporters! Saying ""NO"" toâ€_",FALSE,0,FALSE,2,TRUE,FALSE,NA,NA
"#AntiVax frequently respond to evidence-based vaccine social media posts by taking personal offense. Somehow, they feel pâ€_",FALSE,0,FALSE,8,TRUE,FALSE,NA,NA
"In my interviews and new book, #VACCINES DID NOT CAUSE RACHEL'S #AUTISM https://t.co/ZxTkn0z1eU I explain how the aâ€_",FALSE,0,FALSE,6,TRUE,FALSE,NA,NA
Finland proposes child benefits be tied to vaccine requirements  https://t.co/mNrBDoq7jF via @HealthWatch12â€_,FALSE,0,FALSE,31,TRUE,FALSE,NA,NA
#AntiVax movement believes a lot of nonsense; this is the first time Iâ€™ve heard doctors worldwide banded together to killâ€_,FALSE,0,FALSE,12,TRUE,FALSE,NA,NA
A common #AntiVax trope is to respond to evidence that vaccines are safe and effective by claiming harassment and disrespâ€_,FALSE,0,FALSE,16,TRUE,FALSE,NA,NA
Have you ever noticed that most homeopaths are also #antivax loons? https://t.co/6WhEZwuQzS,FALSE,0,FALSE,0,FALSE,FALSE,NA,NA
"In my interviews and new book, #VACCINES DID NOT CAUSE RACHEL'S #AUTISM https://t.co/ZxTkn0z1eU I explain how the aâ€_",FALSE,0,FALSE,6,TRUE,FALSE,NA,NA
"In my interviews and new book, #VACCINES DID NOT CAUSE RACHEL'S #AUTISM https://t.co/ZxTkn0z1eU I explain how the aâ€_",FALSE,0,FALSE,6,TRUE,FALSE,NA,NA
#AntiVax movement believes a lot of nonsense; this is the first time Iâ€™ve heard doctors worldwide banded together to killâ€_,FALSE,0,FALSE,12,TRUE,FALSE,NA,NA
"#AntiVax positions have no legs to stand on. Because thereâ€™s no evidence to support them, they rely on emotion. They demaâ€_",FALSE,0,FALSE,12,TRUE,FALSE,NA,NA
Finland proposes child benefits be tied to vaccine requirements  https://t.co/mNrBDoq7jF via @HealthWatch12â€_,FALSE,0,FALSE,31,TRUE,FALSE,NA,NA
Finland proposes child benefits be tied to vaccine requirements  https://t.co/mNrBDoq7jF via @HealthWatch12â€_,FALSE,0,FALSE,31,TRUE,FALSE,NA,NA
Finland proposes child benefits be tied to vaccine requirements  https://t.co/mNrBDoq7jF via @HealthWatch12â€_,FALSE,0,FALSE,31,TRUE,FALSE,NA,NA
"In my interviews and new book, #VACCINES DID NOT CAUSE RACHEL'S #AUTISM https://t.co/ZxTkn0z1eU I explain how the aâ€_",FALSE,0,FALSE,6,TRUE,FALSE,NA,NA
"In my interviews and new book, #VACCINES DID NOT CAUSE RACHEL'S #AUTISM https://t.co/ZxTkn0z1eU I explain how the aâ€_",FALSE,0,FALSE,6,TRUE,FALSE,NA,NA
"In my interviews and new book, #VACCINES DID NOT CAUSE RACHEL'S #AUTISM https://t.co/ZxTkn0z1eU I explain hâ€_ https://t.co/M1m2Yqc4hD",FALSE,9,TRUE,6,FALSE,FALSE,NA,NA
A common #AntiVax trope is to respond to evidence that vaccines are safe and effective by claiming harassment and disrespâ€_,FALSE,0,FALSE,16,TRUE,FALSE,NA,NA
Finland proposes child benefits be tied to vaccine requirements  https://t.co/mNrBDoq7jF via @HealthWatch12â€_,FALSE,0,FALSE,31,TRUE,FALSE,NA,NA
Finland proposes child benefits be tied to vaccine requirements  https://t.co/mNrBDoq7jF via @HealthWatch12â€_,FALSE,0,FALSE,31,TRUE,FALSE,NA,NA
"#AntiVax positions have no legs to stand on. Because thereâ€™s no evidence to support them, they rely on emotion. They demaâ€_",FALSE,0,FALSE,12,TRUE,FALSE,NA,NA
Finland proposes child benefits be tied to vaccine requirements  https://t.co/mNrBDoq7jF via @HealthWatch12â€_,FALSE,0,FALSE,31,TRUE,FALSE,NA,NA
"Here's why I felt compelled to write the new book, #VACCINES DID NOT CAUSE RACHEL #AUTISM https://t.co/ZxTkn0z1eUâ€_",FALSE,0,FALSE,11,TRUE,FALSE,NA,NA
Finland proposes child benefits be tied to vaccine requirements  https://t.co/mNrBDoq7jF via @HealthWatch12â€_,FALSE,0,FALSE,31,TRUE,FALSE,NA,NA
Finland proposes child benefits be tied to vaccine requirements  https://t.co/mNrBDoq7jF via @HealthWatch12â€_,FALSE,0,FALSE,31,TRUE,FALSE,NA,NA
Finland proposes child benefits be tied to vaccine requirements  https://t.co/mNrBDoq7jF via @HealthWatch12â€_,FALSE,0,FALSE,31,TRUE,FALSE,NA,NA
Finland proposes child benefits be tied to vaccine requirements  https://t.co/mNrBDoq7jF via https://t.co/dw2pqZbFF1,FALSE,40,TRUE,31,FALSE,FALSE,NA,NA
"#AntiVax positions have no legs to stand on. Because thereâ€™s no evidence to support them, they rely on emotion. They demaâ€_",FALSE,0,FALSE,12,TRUE,FALSE,NA,NA
Flu vaccine propaganda: Real science vs the CDC. https://t.co/5zczZPbwb4 #vaccines #antivax #BigPharma,FALSE,0,FALSE,69,TRUE,FALSE,NA,NA
#AntiVax movement believes a lot of nonsense; this is the first time Iâ€™ve heard doctors worldwide banded together to killâ€_,FALSE,0,FALSE,12,TRUE,FALSE,NA,NA
"#AntiVax frequently respond to evidence-based vaccine social media posts by taking personal offense. Somehow, they feel pâ€_",FALSE,0,FALSE,8,TRUE,FALSE,NA,NA
RFK Jr. wins case against U.S. government for vaccine safety violations. https://t.co/gZbIs5xqpu #vaccines #antivax #healâ€_,FALSE,0,FALSE,191,TRUE,FALSE,NA,NA
"Definitely a grave concern. #antivax likely contributing to dangerous epidemicsThe double-edged sword: Aggressive #vacciâ€_",FALSE,0,FALSE,5,TRUE,FALSE,NA,NA
#AntiVax movement believes a lot of nonsense; this is the first time Iâ€™ve heard doctors worldwide banded together to killâ€_,FALSE,0,FALSE,12,TRUE,FALSE,NA,NA
"#AntiVax positions have no legs to stand on. Because thereâ€™s no evidence to support them, they rely on emotion. They demaâ€_",FALSE,0,FALSE,12,TRUE,FALSE,NA,NA
"#AntiVax positions have no legs to stand on. Because thereâ€™s no evidence to support them, they rely on emotion. They demaâ€_",FALSE,0,FALSE,12,TRUE,FALSE,NA,NA
"#AntiVax positions have no legs to stand on. Because thereâ€™s no evidence to support them, they rely on emotion. They demaâ€_",FALSE,0,FALSE,12,TRUE,FALSE,NA,NA
"Getting the flu is safer than getting the flu shot, warns doctor. https://t.co/u7fg0qVfRG #flushot #vaccines #antivax",FALSE,0,FALSE,523,TRUE,FALSE,NA,NA
"Pinterest: Look at this black and yellow bee inspired living room!Twitter: Sting me until I'm dead, life is canceâ€_ https://t.co/h1xlKl5od8",FALSE,16,TRUE,0,FALSE,FALSE,NA,NA
What if the #antivax movement or whatever is just a conspiracy so we trust big pharma again?,FALSE,0,FALSE,0,FALSE,FALSE,NA,NA
#AntiVax movement believes a lot of nonsense; this is the first time Iâ€™ve heard doctors worldwide banded together to killâ€_,FALSE,0,FALSE,12,TRUE,FALSE,NA,NA
"ï¿_ï¿_ï¿_ï¿_ï¿_ï¿_ï¿_ï¿_ï¿_ï¿_ï¿_ï¿_â€çâ™€ï¸èhere too. Canâ€™t believe #AntiVax exists in the USA, such a developed country with so many undeveloped minds. Iâ€_ https://t.co/dHrBnUc0nW",FALSE,1,TRUE,0,FALSE,FALSE,NA,NA
I chose to vaccinate my 4 beautiful children and all four of them came out with severe birth defects ï¿_ï¿_ï¿_ï¿_ï¿_ï¿_ï¿_ï¿_ï¿_ï¿_ï¿_ï¿_. Know the tâ€_ https://t.co/mDzm7Uixb0,FALSE,5,TRUE,1,FALSE,FALSE,NA,NA
"Definitely a grave concern. #antivax likely contributing to dangerous epidemicsThe double-edged sword: Aggressive #vacciâ€_",FALSE,0,FALSE,5,TRUE,FALSE,NA,NA
Four reasons to avoid the flu shot. #flushot #vaccines #antivax https://t.co/z9gj4br6bd,FALSE,0,FALSE,206,TRUE,FALSE,NA,NA
"Definitely a grave concern. #antivax likely contributing to dangerous epidemicsThe double-edged sword: Aggressive #vacciâ€_",FALSE,0,FALSE,5,TRUE,FALSE,NA,NA
"#AntiVax positions have no legs to stand on. Because thereâ€™s no evidence to support them, they rely on emotion. They demaâ€_",FALSE,0,FALSE,12,TRUE,FALSE,NA,NA
"Definitely a grave concern. #antivax likely contributing to dangerous epidemicsThe double-edged sword: Aggressive #vacciâ€_",FALSE,0,FALSE,5,TRUE,FALSE,NA,NA
"Here's why I felt compelled to write the new book, #VACCINES DID NOT CAUSE RACHEL #AUTISM https://t.co/ZxTkn0z1eUâ€_",FALSE,0,FALSE,11,TRUE,FALSE,NA,NA
"Definitely a grave concern. #antivax likely contributing to dangerous epidemicsThe double-edged sword: Aggressive #vacciâ€_",FALSE,0,FALSE,5,TRUE,FALSE,NA,NA
My first blog post/article will be up soon over the #antivax and #provax 'debate'.,FALSE,1,FALSE,0,FALSE,FALSE,NA,NA
"#AntiVax positions have no legs to stand on. Because thereâ€™s no evidence to support them, they rely on emotion. They demaâ€_",FALSE,0,FALSE,12,TRUE,FALSE,NA,NA
"#AntiVax frequently respond to evidence-based vaccine social media posts by taking personal offense. Somehow, they feel pâ€_",FALSE,0,FALSE,8,TRUE,FALSE,NA,NA
"Here's why I felt compelled to write the new book, #VACCINES DID NOT CAUSE RACHEL #AUTISM https://t.co/ZxTkn0z1eUâ€_",FALSE,0,FALSE,11,TRUE,FALSE,NA,NA
A common #AntiVax trope is to respond to evidence that vaccines are safe and effective by claiming harassment and disrespâ€_,FALSE,0,FALSE,16,TRUE,FALSE,NA,NA
"#AntiVax positions have no legs to stand on. Because thereâ€™s no evidence to support them, they rely on emotion. They demaâ€_",FALSE,0,FALSE,12,TRUE,FALSE,NA,NA
The Japanese government banned the HPV vaccine since 2013. #BigPharma #HPV #antivax https://t.co/cwLt1Gw4h7,FALSE,0,FALSE,134,TRUE,FALSE,NA,NA
"Connecting vaccines to the pro-life position (as in, you can't be pro-life if you vaccinate) has to be one of the mâ€_ https://t.co/kyw7v9bU7h",FALSE,1,TRUE,0,FALSE,FALSE,NA,NA
"#AntiVax frequently respond to evidence-based vaccine social media posts by taking personal offense. Somehow, they feel pâ€_",FALSE,0,FALSE,8,TRUE,FALSE,NA,NA
Why tf are #antivax assholes mentioning me. #goaway #fuckoff,FALSE,1,FALSE,0,FALSE,FALSE,NA,NA
A common #AntiVax trope is to respond to evidence that vaccines are safe and effective by claiming harassment and disrespâ€_,FALSE,0,FALSE,16,TRUE,FALSE,NA,NA
A common #AntiVax trope is to respond to evidence that vaccines are safe and effective by claiming harassment and disrespâ€_,FALSE,0,FALSE,16,TRUE,FALSE,NA,NA
#antivax people are idiots. https://t.co/c9ILSP7f1E,FALSE,0,FALSE,1,TRUE,FALSE,NA,NA
"Here's why I felt compelled to write the new book, #VACCINES DID NOT CAUSE RACHEL #AUTISM https://t.co/ZxTkn0z1eUâ€_",FALSE,0,FALSE,11,TRUE,FALSE,NA,NA
I dare you to tell the parents of pediatric cancer patients that â€œchemo is worthlesâ€_ https://t.co/A4NF3xf9lN,FALSE,1,TRUE,0,FALSE,FALSE,NA,NA
"Here's why I felt compelled to write the new book, #VACCINES DID NOT CAUSE RACHEL #AUTISM https://t.co/ZxTkn0z1eUâ€_",FALSE,0,FALSE,11,TRUE,FALSE,NA,NA
Holy shit. I would have assumed this was a joke if I didnâ€™t know an #antivax child abuser typed it!,FALSE,2,FALSE,0,FALSE,FALSE,NA,NA
"Here's why I felt compelled to write the new book, #VACCINES DID NOT CAUSE RACHEL #AUTISM https://t.co/ZxTkn0z1eUâ€_",FALSE,0,FALSE,11,TRUE,FALSE,NA,NA
"I object to the ""both sides of the political spectrum"" conclusion. Unlike the Right, which is lockstep witâ€_",FALSE,0,FALSE,2,TRUE,FALSE,NA,NA
#AntiVax make extraordinary claims and demand scientists and physicians disprove them.  Thatâ€™s not how science works; extâ€_,FALSE,0,FALSE,21,TRUE,FALSE,NA,NA
"Child: â€œWhen I grow up-â€œ#Antivax parents: https://t.co/Zox6GSmoAM",FALSE,0,FALSE,11,TRUE,FALSE,NA,NA
A common #AntiVax trope is to respond to evidence that vaccines are safe and effective by claiming harassment and disrespâ€_,FALSE,0,FALSE,16,TRUE,FALSE,NA,NA
A common #AntiVax trope is to respond to evidence that vaccines are safe and effective by claiming harassment and disrespâ€_,FALSE,0,FALSE,16,TRUE,FALSE,NA,NA
A common #AntiVax trope is to respond to evidence that vaccines are safe and effective by claiming harassment and disrespâ€_,FALSE,0,FALSE,16,TRUE,FALSE,NA,NA
"Here's why I felt compelled to write the new book, #VACCINES DID NOT CAUSE RACHEL #AUTISM https://t.co/ZxTkn0z1eUâ€_",FALSE,0,FALSE,11,TRUE,FALSE,NA,NA
"Here's why I felt compelled to write the new book, #VACCINES DID NOT CAUSE RACHEL #AUTISM https://t.co/i7pKWk2nbA",FALSE,25,TRUE,11,FALSE,FALSE,NA,NA
"I object to the ""both sides of the political spectrum"" conclusion. Unlike the Right, which is locksteâ€_ https://t.co/6NRbeRvDIE",FALSE,10,TRUE,2,FALSE,FALSE,NA,NA
Overwhelming scientific/medical evidence say vaccines work. Overwhelming consensâ€_ https://t.co/FN4NPLQKay,FALSE,0,TRUE,0,FALSE,FALSE,NA,NA
